learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
1e-05,0.64126164,0.68171704,0.6219867,0.58412
1e-05,0.6411069,0.68165874,0.62175333,0.58354
1e-05,0.64094007,0.68190706,0.62354666,0.58388
1e-05,0.6412045,0.68187106,0.62292665,0.58412
1e-05,0.6409686,0.682011,0.62272,0.58394
1e-05,0.6408248,0.6818541,0.62306,0.58424
1e-05,0.64112824,0.6819237,0.6223267,0.58388
1e-05,0.6410438,0.6820387,0.62280667,0.58394
1e-05,0.6411092,0.6817887,0.62277335,0.58406
1e-05,0.6413474,0.6817953,0.62222,0.58386
1e-05,0.640982,0.6820371,0.62288666,0.5838
1e-05,0.6409841,0.681934,0.62248665,0.58446
1e-05,0.6412633,0.6820174,0.62245333,0.58432
1e-05,0.6411487,0.68200004,0.62225336,0.58386
1e-05,0.64088607,0.6821527,0.62244666,0.58376
1e-05,0.6410784,0.6820982,0.62230664,0.58388
1e-05,0.64086515,0.6822292,0.6216533,0.58398
1e-05,0.6411287,0.68215364,0.62233335,0.5839
1e-05,0.6414096,0.68182594,0.62168,0.58364
1e-05,0.6409089,0.6818355,0.6229,0.58346
1e-05,0.64136297,0.68229765,0.62174,0.5842
1e-05,0.6405601,0.68206584,0.62259334,0.5839
1e-05,0.6409633,0.681898,0.6217,0.5841
1e-05,0.64105767,0.68203634,0.6225067,0.58424
1e-05,0.6409789,0.6819683,0.62324,0.58408
1e-05,0.64089924,0.6818512,0.62247336,0.58376
1e-05,0.6408704,0.6822463,0.6226067,0.58376
1e-05,0.64090437,0.6823988,0.62224,0.584
1e-05,0.6411268,0.6822652,0.62172,0.5836
1e-05,0.64080614,0.6822343,0.6239733,0.58404
1e-05,0.64091796,0.68211466,0.62237334,0.58342
1e-05,0.64067537,0.682132,0.62346,0.58372
1e-05,0.6408782,0.6823784,0.62207335,0.58366
1e-05,0.64074606,0.68214566,0.62340665,0.58366
1e-05,0.6405879,0.6821277,0.6218467,0.58402
1e-05,0.6407909,0.68241596,0.6223867,0.5837
1e-05,0.64053226,0.68255043,0.62264,0.5837
1e-05,0.640711,0.6823418,0.6225333,0.5837
1e-05,0.6410239,0.68190074,0.62308,0.58336
1e-05,0.6406044,0.6823599,0.62299335,0.58386
1e-05,0.6405277,0.68238574,0.6229333,0.58396
1e-05,0.6408295,0.6821574,0.6219,0.5837
1e-05,0.6408759,0.682186,0.62278664,0.5838
1e-05,0.64065886,0.6821919,0.6225467,0.58388
1e-05,0.64054394,0.6825771,0.62329334,0.58332
1e-05,0.6405189,0.68227905,0.6230867,0.58388
1e-05,0.6403553,0.6827348,0.62212664,0.58412
1e-05,0.640591,0.6825651,0.62268,0.58346
1e-05,0.64043015,0.6828789,0.6234667,0.58336
1e-05,0.6404817,0.6825913,0.6227933,0.58346
1e-05,0.6408614,0.6822631,0.62365335,0.58432
1e-05,0.64046186,0.6825978,0.62336,0.58364
1e-05,0.6406941,0.6827162,0.6227667,0.58362
1e-05,0.64038265,0.6825633,0.6232333,0.58436
1e-05,0.6407468,0.68260366,0.62226,0.5835
1e-05,0.6406529,0.682621,0.62304,0.58382
1e-05,0.64053917,0.6826249,0.62223333,0.58368
1e-05,0.640436,0.6826076,0.6221,0.58388
1e-05,0.64074916,0.6827415,0.62314,0.58362
1e-05,0.6407236,0.68248105,0.62308,0.58358
1e-05,0.64038724,0.6828282,0.62346,0.58378
1e-05,0.64060074,0.6826113,0.62212,0.58342
1e-05,0.6403671,0.68274504,0.62322,0.5834
1e-05,0.64052325,0.68281466,0.62244666,0.5837
1e-05,0.64057374,0.6829057,0.62332,0.58326
1e-05,0.6402953,0.6828726,0.62286,0.58352
1e-05,0.64033455,0.68311876,0.6224267,0.58352
1e-05,0.6402144,0.6827218,0.6234667,0.58324
1e-05,0.6399869,0.6828508,0.62343335,0.58326
1e-05,0.6405361,0.68297595,0.62292665,0.58362
1e-05,0.6405387,0.6830433,0.6222867,0.58346
1e-05,0.6402694,0.6831246,0.6224667,0.5835
1e-05,0.6401658,0.6830445,0.62306666,0.58364
1e-05,0.6402021,0.6832207,0.62248,0.58392
1e-05,0.6399086,0.68339074,0.6240733,0.58392
1e-05,0.64030325,0.68255085,0.6235267,0.58338
1e-05,0.64013445,0.682781,0.6230867,0.58386
1e-05,0.6402453,0.6830072,0.62362665,0.58388
1e-05,0.6399959,0.68305016,0.62376,0.5838
1e-05,0.64019406,0.6831386,0.62285334,0.5838
1e-05,0.6404071,0.6829919,0.62288666,0.58382
1e-05,0.64006656,0.6827057,0.62321335,0.58376
1e-05,0.6401499,0.6830263,0.6222733,0.5835
1e-05,0.64002,0.68329304,0.62365335,0.58394
1e-05,0.63989156,0.68321264,0.62456,0.58404
1e-05,0.64007986,0.68309,0.6235333,0.5838
1e-05,0.63973314,0.68335134,0.62384,0.58374
1e-05,0.6400409,0.6833781,0.6223133,0.58366
1e-05,0.6399407,0.6830058,0.62299335,0.58374
1e-05,0.6401364,0.683276,0.62308,0.5835
1e-05,0.64024484,0.68325865,0.62288666,0.5835
1e-05,0.6399675,0.68330765,0.6233133,0.58362
1e-05,0.640264,0.68278795,0.62352,0.58322
1e-05,0.64002466,0.6832497,0.62355334,0.58326
1e-05,0.6401247,0.68296516,0.6229867,0.58328
1e-05,0.64037466,0.6831508,0.62306666,0.58354
1e-05,0.64000285,0.68342185,0.62324667,0.584
1e-05,0.63958967,0.6835862,0.6235,0.58352
1e-05,0.6399921,0.68305606,0.6228333,0.58374
1e-05,0.64010626,0.68338615,0.6236067,0.58398
1e-05,0.63988227,0.6833674,0.62362665,0.58354
1e-05,0.63987285,0.6832125,0.6230533,0.58358
1e-05,0.6397729,0.6832498,0.62312,0.58372
1e-05,0.639684,0.68362767,0.62333333,0.58358
1e-05,0.63977593,0.68363166,0.6230133,0.58396
1e-05,0.63967025,0.68353975,0.62361336,0.58384
1e-05,0.63985395,0.68390113,0.62424,0.58414
1e-05,0.6398739,0.683457,0.6232333,0.58374
1e-05,0.6396136,0.6838205,0.6237533,0.58376
1e-05,0.63988495,0.68346876,0.62358,0.5838
1e-05,0.63976854,0.68362665,0.6230533,0.58366
1e-05,0.63965076,0.6837885,0.62398666,0.5839
1e-05,0.6395574,0.68378866,0.62362,0.58392
1e-05,0.6394481,0.68353635,0.6239733,0.5836
1e-05,0.6392518,0.6839738,0.62378,0.5839
1e-05,0.6397261,0.6840298,0.6231267,0.58378
1e-05,0.6395608,0.6838121,0.62324667,0.58384
1e-05,0.6399323,0.683532,0.6229467,0.58384
1e-05,0.6392824,0.68360865,0.6236467,0.58362
1e-05,0.6394946,0.68384427,0.62376666,0.58358
1e-05,0.63952005,0.68365014,0.62324,0.58358
1e-05,0.63943535,0.6838651,0.62318665,0.58378
1e-05,0.63962007,0.6841585,0.62324667,0.58404
1e-05,0.6393013,0.6835923,0.6240867,0.58396
1e-05,0.6394896,0.6840007,0.6236333,0.58388
1e-05,0.639698,0.6837956,0.62344664,0.5836
1e-05,0.63959783,0.68382156,0.62402,0.58404
1e-05,0.63933533,0.68343264,0.6237133,0.58338
1e-05,0.6393826,0.6839341,0.6234667,0.58316
1e-05,0.6391265,0.6838107,0.62406,0.5837
1e-05,0.6394096,0.6840668,0.62286,0.58426
1e-05,0.6390957,0.6838684,0.6241267,0.5836
1e-05,0.6395204,0.6840221,0.6240467,0.5839
1e-05,0.6395517,0.68405116,0.6234267,0.58396
1e-05,0.6394531,0.68396807,0.62384,0.58366
1e-05,0.63957304,0.68412805,0.62362,0.58366
1e-05,0.6393042,0.6840642,0.62405336,0.5839
1e-05,0.6393172,0.68437654,0.6244867,0.58416
1e-05,0.6393828,0.68399507,0.62487334,0.58396
1e-05,0.63916963,0.6841613,0.62372667,0.58372
1e-05,0.639315,0.68395996,0.6241,0.5837
1e-05,0.6394197,0.68425727,0.6234933,0.5836
1e-05,0.63938457,0.6841904,0.62364,0.58354
1e-05,0.6392196,0.6842029,0.6243333,0.58332
1e-05,0.63940674,0.6844086,0.62436,0.5839
1e-05,0.639168,0.68411684,0.6234933,0.58356
1e-05,0.6392914,0.6842616,0.62436664,0.58356
1e-05,0.63922405,0.6842716,0.62351334,0.58384
1e-05,0.6395642,0.68391955,0.62328,0.58376
1e-05,0.63946265,0.6841729,0.62425333,0.58374
1e-05,0.63945305,0.68401617,0.6235667,0.584
1e-05,0.6390546,0.6841247,0.6234667,0.58382
1e-05,0.63954306,0.6842294,0.6230533,0.5833
1e-05,0.6389643,0.6844985,0.6235,0.58392
1e-05,0.63912344,0.6840638,0.6237133,0.58326
1e-05,0.63906765,0.6840237,0.62425333,0.58336
1e-05,0.6395237,0.684214,0.62417334,0.58364
1e-05,0.6393003,0.68421113,0.62460667,0.58328
1e-05,0.63925475,0.68430394,0.6237533,0.58342
1e-05,0.63907427,0.68457085,0.62382,0.58398
1e-05,0.63899386,0.68444806,0.62388664,0.58384
1e-05,0.6389146,0.6844124,0.6244133,0.5838
1e-05,0.6389067,0.684272,0.6232,0.58372
1e-05,0.6393464,0.6842079,0.62388,0.58376
1e-05,0.63874334,0.6846429,0.624,0.58368
1e-05,0.6393095,0.6844362,0.6239067,0.58364
1e-05,0.6390674,0.6850712,0.62352,0.58372
1e-05,0.6390799,0.6846266,0.62422,0.58346
1e-05,0.6391661,0.6845424,0.62399334,0.58334
1e-05,0.6389625,0.68463033,0.62376,0.58402
1e-05,0.6390966,0.6845094,0.62454,0.58356
1e-05,0.63899773,0.6845418,0.62405336,0.5836
1e-05,0.63885874,0.6844276,0.62406665,0.58344
1e-05,0.6391081,0.6844916,0.6235333,0.5832
1e-05,0.63873434,0.68453825,0.6249,0.58356
