learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0.001,0.607845,0.7292798,0.66385335,0.55774
0.001,0.6047006,0.7275928,0.66752,0.5664
0.001,0.6034605,0.7504802,0.6680533,0.55958
0.001,0.6008628,0.7407991,0.6715533,0.55498
0.001,0.59899414,0.7382729,0.67344,0.55774
0.001,0.59534454,0.7429654,0.6765867,0.55544
0.001,0.592746,0.74191934,0.67804664,0.56198
0.001,0.5898712,0.7512511,0.68028,0.55306
0.001,0.58859694,0.7314675,0.6812867,0.56052
0.001,0.5868208,0.7641341,0.6834533,0.55194
0.001,0.582996,0.7618851,0.68748,0.55178
0.001,0.5793348,0.7571065,0.68998665,0.55434
0.001,0.5757962,0.7782126,0.69401336,0.55432
0.001,0.57468504,0.77545327,0.69478667,0.55636
0.001,0.5708259,0.78922784,0.69742,0.55092
0.001,0.56668496,0.7614276,0.6998867,0.55246
0.001,0.56385845,0.7798193,0.70320666,0.5528
0.001,0.5610005,0.7618949,0.70639336,0.54834
0.001,0.55860406,0.78496295,0.70726,0.5543
0.001,0.55339295,0.8255825,0.71249336,0.54996
0.001,0.5526746,0.783591,0.71269333,0.55308
0.001,0.5468615,0.81211364,0.7169,0.54908
0.001,0.54414284,0.81486076,0.71951336,0.54402
0.001,0.53986174,0.8155488,0.72122,0.5462
0.001,0.53536415,0.8165418,0.7259733,0.54512
0.001,0.53330237,0.82407194,0.7270067,0.54864
0.001,0.52504987,0.85191023,0.73337334,0.5535
0.001,0.52381444,0.8507574,0.7362667,0.54824
0.001,0.5180561,0.8324185,0.73928666,0.54198
0.001,0.51542526,0.8683843,0.7405133,0.54742
0.001,0.5111893,0.8725466,0.74266666,0.5481
0.001,0.5073343,0.8554945,0.7464333,0.5469
0.001,0.5024771,0.9020515,0.7499533,0.54218
0.001,0.4982092,0.88826096,0.7526867,0.5413
0.001,0.4944989,0.8795857,0.7559933,0.54524
0.001,0.48930946,0.85793924,0.75919336,0.54378
0.001,0.48473766,0.8879029,0.7612067,0.54216
0.001,0.4808256,0.96836287,0.76394665,0.53922
0.001,0.4773911,0.93601686,0.7672267,0.54128
0.001,0.47224417,0.9148768,0.7705067,0.5407
0.001,0.46726125,0.94954956,0.77301335,0.54394
0.001,0.46278447,0.9813214,0.77652,0.54076
0.001,0.45681995,0.96783006,0.78091335,0.54458
0.001,0.45258942,0.984751,0.7832467,0.54462
0.001,0.44736367,1.0214871,0.78544664,0.54138
0.001,0.44049525,1.0544853,0.7901933,0.54046
0.001,0.43596062,1.0116652,0.7937533,0.53576
0.001,0.43223882,0.9965243,0.79576,0.53936
0.001,0.42606625,1.023465,0.79816,0.53956
0.001,0.4222606,1.0211972,0.80093336,0.53364
0.001,0.41756228,1.044673,0.80484,0.54044
0.001,0.4114867,1.127903,0.8081333,0.53792
0.001,0.40665603,1.0804988,0.8105933,0.53952
0.001,0.40345672,1.0875238,0.81255335,0.53954
0.001,0.39751092,1.10917,0.8156133,0.53672
0.001,0.39260274,1.0929766,0.81832,0.5341
0.001,0.3872699,1.0778983,0.82252,0.53878
0.001,0.3810862,1.1756903,0.82643336,0.53796
0.001,0.376538,1.1991595,0.8278133,0.53898
0.001,0.3702211,1.1659698,0.83166,0.53776
0.001,0.36840588,1.1140531,0.8330733,0.53878
0.001,0.36222386,1.173809,0.83604,0.53422
0.001,0.35801348,1.1880808,0.83871335,0.54236
0.001,0.35462534,1.1902558,0.83967334,0.53828
0.001,0.34830785,1.1925414,0.84356666,0.53662
0.001,0.3439533,1.2410548,0.8461933,0.53358
0.001,0.34055486,1.2869171,0.84798664,0.53904
0.001,0.33530676,1.2479513,0.84986,0.53864
0.001,0.33016205,1.2294234,0.85371333,0.53528
0.001,0.32555047,1.3208175,0.85668665,0.53948
0.001,0.32249984,1.2311451,0.85822,0.5368
0.001,0.3169824,1.3062627,0.86068,0.5356
0.001,0.31307596,1.3312415,0.86244,0.53324
0.001,0.30942807,1.2897336,0.86396,0.54118
0.001,0.3034088,1.3400657,0.86866665,0.53616
0.001,0.29818472,1.4003325,0.87128,0.53334
0.001,0.2958638,1.4758526,0.8713933,0.53464
0.001,0.28913608,1.4604938,0.8746667,0.54002
0.001,0.2874972,1.4063572,0.8762,0.53258
0.001,0.28346574,1.3542792,0.87742,0.53384
0.001,0.27914461,1.4359922,0.87949336,0.5348
0.001,0.27541557,1.4350921,0.8820133,0.53338
0.001,0.2722865,1.465156,0.88298666,0.5335
0.001,0.2687096,1.4134748,0.88445336,0.53798
0.001,0.26488918,1.4905165,0.88696665,0.53426
0.001,0.2602119,1.3852073,0.8895,0.5349
0.001,0.2574744,1.5335097,0.89048,0.53572
0.001,0.25752047,1.485029,0.8912733,0.53558
0.001,0.2516358,1.470844,0.89345336,0.53512
0.001,0.24951968,1.6275887,0.89496666,0.53544
0.001,0.24606481,1.6192676,0.8961267,0.5378
0.001,0.2421748,1.5820853,0.89732,0.53706
0.001,0.23849425,1.5892457,0.89952,0.53028
0.001,0.23626047,1.7014052,0.9011,0.53676
0.001,0.23180476,1.5622591,0.9025933,0.53016
0.001,0.22955942,1.6279415,0.90441334,0.5336
0.001,0.22959037,1.6713344,0.90403336,0.53268
0.001,0.22441047,1.6093746,0.90646,0.53198
0.001,0.22260793,1.7031906,0.9075533,0.5317
0.001,0.21922421,1.7033108,0.90930665,0.5389
0.001,0.21711832,1.6164625,0.9097267,0.53638
0.001,0.21339998,1.6784437,0.91228664,0.53434
0.001,0.2130827,1.6857213,0.91144,0.53714
0.001,0.20934162,1.80892,0.91329336,0.53212
0.001,0.20778246,1.7004793,0.91480666,0.53008
0.001,0.20507406,1.8282162,0.91544664,0.5324
0.001,0.2020645,1.6476322,0.91757333,0.53102
0.001,0.1981147,1.8562007,0.91939336,0.53334
0.001,0.19747834,1.81803,0.9199,0.5298
0.001,0.19697462,1.9336094,0.9201,0.5288
0.001,0.19501509,1.81783,0.92078,0.53424
0.001,0.19030705,1.7761447,0.92307335,0.5357
0.001,0.18890224,1.7646413,0.9224733,0.53652
0.001,0.18914267,1.7744939,0.92367333,0.5361
0.001,0.18462735,1.8313825,0.9247133,0.53164
0.001,0.18509312,1.8377845,0.92510664,0.53478
0.001,0.18247087,1.8390574,0.92564,0.53552
0.001,0.18010747,1.8863581,0.92744,0.53486
